pure_text,orginial_text,len,label
Did this succeed?,"['did', 'this', 'succeed']",3,2
Bit boring,"['bit', 'boring']",2,0
that looks cool,"['that', 'looks', 'cool']",3,1
The music was to calm and distract you  .   It recognized a young white male and played pop rock to pacify while it made it's getaway  .  ,"['the', 'music', 'was', 'to', 'calm', 'and', 'distract', 'you', 'it', 'recognized', 'a', 'young', 'white', 'male', 'and', 'played', 'pop', 'rock', 'to', 'pacify', 'while', 'it', 'made', 'it', 'is', 'getaway']",26,2
"they have cameras indicated around those machines, it could probably detect who someone is as well","['they', 'have', 'cameras', 'indicated', 'around', 'those', 'machines', 'it', 'could', 'probably', 'detect', 'who', 'someone', 'is', 'as', 'well']",16,1
That's slow,"['that', ""'s"", 'slow']",3,0
SO CUTE let Mr. robot pass mean people,"['so', 'cute', 'let', 'mr.', 'robot', 'pass', 'mean', 'people']",8,1
 Nice to see that from someone in the comments especially now  .  ,"['nice', 'to', 'see', 'that', 'from', 'someone', 'in', 'the', 'comments', 'especially', 'now']",11,2
You seen how it only pulled half way back out the road at the cross walk like it was some kind of king shit !!! lol,"['you', 'seen', 'how', 'it', 'only', 'pulled', 'half', 'way', 'back', 'out', 'the', 'road', 'at', 'the', 'cross', 'walk', 'like', 'it', 'was', 'some', 'kind', 'of', 'king', 'shit', 'lol']",25,0
So one pack at a time? this seems very inefficient,"['so', 'one', 'pack', 'at', 'a', 'time', 'this', 'seems', 'very', 'inefficient']",10,0
I always knew I was living in the future  .   I am actually from the 80s and I am mind blown by this stuff,"['i', 'always', 'knew', 'i', 'was', 'living', 'in', 'the', 'future', 'i', 'am', 'actually', 'from', 'the', 'and', 'i', 'am', 'mind', 'blown', 'by', 'this', 'stuff']",22,1
Mask up and take whatever is in it lol  .   I would smash that thing to fucking bits if I saw one,"['mask', 'up', 'and', 'take', 'whatever', 'is', 'in', 'it', 'lol', 'i', 'would', 'smash', 'that', 'thing', 'to', 'fucking', 'bits', 'if', 'i', 'saw', 'one']",21,0
I have seen people walking with it like a guard or something in Estonia (where it was made in),"['i', 'have', 'seen', 'people', 'walking', 'with', 'it', 'like', 'a', 'guard', 'or', 'something', 'in', 'estonia', 'where', 'it', 'was', 'made', 'in']",19,2
Robot: excuse stormtroopers but lord Vader requested his dinner  .  ,"['robot', 'excuse', 'stormtroopers', 'but', 'lord', 'vader', 'requested', 'his', 'dinner']",9,2
Taking one job and creating few others  .   There is operating companies taking care of these and maintaining them  .  ,"['taking', 'one', 'job', 'and', 'creating', 'few', 'others', 'there', 'is', 'operating', 'companies', 'taking', 'care', 'of', 'these', 'and', 'maintaining', 'them']",18,2
That is so cool,"['that', 'is', 'so', 'cool']",4,1
They better install a weapons system on them  .   Lol  .   Criminals are gonna go to town  .  ,"['they', 'better', 'install', 'a', 'weapons', 'system', 'on', 'them', 'lol', 'criminals', 'are', 'going', 'to', 'go', 'to', 'town']",16,0
Cute,['cute'],1,1
Totally reasonable and not at all unhinged response  .  ,"['totally', 'reasonable', 'and', 'not', 'at', 'all', 'unhinged', 'response']",8,1
This is really cool stuff  .  ,"['this', 'is', 'really', 'cool', 'stuff']",5,1
What is that? People just hating cause they think these will replace workers  .  ,"['what', 'is', 'that', 'people', 'just', 'hating', 'cause', 'they', 'think', 'these', 'will', 'replace', 'workers']",13,0
Pretty sure they didn't have to make you have to open the rear end to get your food out,"['pretty', 'sure', 'they', 'did', 'not', 'have', 'to', 'make', 'you', 'have', 'to', 'open', 'the', 'rear', 'end', 'to', 'get', 'your', 'food', 'out']",20,2
Where are the flying ones?,"['where', 'are', 'the', 'flying', 'ones']",5,2
Why tip?,"['why', 'tip']",2,2
"What happens if they roll over, is it Game Over?","['what', 'happens', 'if', 'they', 'roll', 'over', 'is', 'it', 'game', 'over']",10,2
"wow so very intelligent, god bless!","['wow', 'so', 'very', 'intelligent', 'god', 'bless']",6,1
Say No to Robotics These phones and iPad are enough  .  ,"['say', 'no', 'to', 'robotics', 'these', 'phones', 'and', 'ipad', 'are', 'enough']",10,0
"The test is not Toronto  .   Philadelphia, another story  .   ","['the', 'test', 'is', 'not', 'toronto', 'philadelphia', 'another', 'story']",8,0
"The robot has 9 cameras, 2-way audio, alarms if you pick it up, tracking to the nearest inch and of course the robot is locked during a delivery  .   Quite an embarrassing thing to get caught doing!","['the', 'robot', 'has', 'cameras', 'audio', 'alarms', 'if', 'you', 'pick', 'it', 'up', 'tracking', 'to', 'the', 'nearest', 'inch', 'and', 'of', 'course', 'the', 'robot', 'is', 'locked', 'during', 'a', 'delivery', 'quite', 'an', 'embarrassing', 'thing', 'to', 'get', 'caught', 'doing']",34,1
That is an incredible invention  .   Wish I had 1 to myself  .  ,"['that', 'is', 'an', 'incredible', 'invention', 'wish', 'i', 'had', 'to', 'myself']",10,1
"boy not stealing  .   Just kicking, throwing, damaging it etc.  .   And I doubt the drunk hobo doing it will care about the camera and tracking  .  ","['boy', 'not', 'stealing', 'just', 'kicking', 'throwing', 'damaging', 'it', 'etc', 'and', 'i', 'doubt', 'the', 'drunk', 'hobo', 'doing', 'it', 'will', 'care', 'about', 'the', 'camera', 'and', 'tracking']",24,0
This would work great in the Netherlands  .   You could go everywhere on foot and bike lanes  .   US streets are a lot harder to navigate  .   That futuristic street is the street in the Netherlands  .   Only different colors  .   They are in the wrong country  .  ,"['this', 'would', 'work', 'great', 'in', 'the', 'netherlands', 'you', 'could', 'go', 'everywhere', 'on', 'foot', 'and', 'bike', 'lanes', 'us', 'streets', 'are', 'a', 'lot', 'harder', 'to', 'navigate', 'that', 'futuristic', 'street', 'is', 'the', 'street', 'in', 'the', 'netherlands', 'only', 'different', 'colors', 'they', 'are', 'in', 'the', 'wrong', 'country']",42,2
Don’t come to the hood️ or these robots will be stolen,"['don', 't', 'come', 'to', 'the', 'hood️', 'or', 'these', 'robots', 'will', 'be', 'stolen']",12,0
It would also be a 100% mission failure when the Alt-Right runs these robots over with their cars,"['it', 'would', 'also', 'be', 'a', 'mission', 'failure', 'when', 'the', 'alt-right', 'runs', 'these', 'robots', 'over', 'with', 'their', 'cars']",17,0
impressive,['impressive'],1,1
They have to equip the robots with screwdrivers to give them a nice scratch in cases like these  .  ,"['they', 'have', 'to', 'equip', 'the', 'robots', 'with', 'screwdrivers', 'to', 'give', 'them', 'a', 'nice', 'scratch', 'in', 'cases', 'like', 'these']",18,2
One word  .   Skynet,"['one', 'word', 'skynet']",3,0
"1 year ago Some silly people steal cars and bikes, and potentially robots in the future, but we have many theft prevention measures to stop it happening  .   The robot has 9 cameras, 2-way audio, alarms if you pick it up, tracking to the nearest inch and of course the robot is locked during a delivery  .   Quite an embarrassing thing to get caught doing!","['year', 'ago', 'some', 'silly', 'people', 'steal', 'cars', 'and', 'bikes', 'and', 'potentially', 'robots', 'in', 'the', 'future', 'but', 'we', 'have', 'many', 'theft', 'prevention', 'measures', 'to', 'stop', 'it', 'happening', 'the', 'robot', 'has', 'cameras', 'audio', 'alarms', 'if', 'you', 'pick', 'it', 'up', 'tracking', 'to', 'the', 'nearest', 'inch', 'and', 'of', 'course', 'the', 'robot', 'is', 'locked', 'during', 'a', 'delivery', 'quite', 'an', 'embarrassing', 'thing', 'to', 'get', 'caught', 'doing']",60,1
"There are hundreds of thousands of jobs open for people with 30 IQ points above average, yet we aren't breeding or importing these people above the rate of death  .   The jobs average people can do already don't pay enough to support a family without subsidies and those jobs are being eliminated at a fast pace  .   What is the answer?","['there', 'are', 'hundreds', 'of', 'thousands', 'of', 'jobs', 'open', 'for', 'people', 'with', 'iq', 'points', 'above', 'average', 'yet', 'we', 'are', 'not', 'breeding', 'or', 'importing', 'these', 'people', 'above', 'the', 'rate', 'of', 'death', 'the', 'jobs', 'average', 'people', 'can', 'do', 'already', 'do', 'not', 'pay', 'enough', 'to', 'support', 'a', 'family', 'without', 'subsidies', 'and', 'those', 'jobs', 'are', 'being', 'eliminated', 'at', 'a', 'fast', 'pace', 'what', 'is', 'the', 'answer']",60,0
Imagine that thing sliding out of control down a steep icy hill  .   ,"['lmao', 'imagine', 'that', 'thing', 'sliding', 'out', 'of', 'control', 'down', 'a', 'steep', 'icy', 'hill']",13,0
A mobile toilet ! How wonderfully convenient!,"['a', 'mobile', 'toilet', 'how', 'wonderfully', 'convenient']",6,0
not with the smart surveillance,"['not', 'with', 'the', 'smart', 'surveillance']",5,2
"Why is your name ""Kiwi"" ? What connection do you have with New Zealand? Wouldn't a Colombian name be more suitable?","['why', 'is', 'your', 'name', 'kiwi', 'what', 'connection', 'do', 'you', 'have', 'with', 'new', 'zealand', 'would', 'not', 'a', 'colombian', 'name', 'be', 'more', 'suitable']",21,2
Taking away jobs f that Will have to many lazy ppl doing nothing  .   As Let’s go Brandon,"['taking', 'away', 'jobs', 'f', 'that', 'will', 'have', 'to', 'many', 'lazy', 'ppl', 'doing', 'nothing', 'as', 'let', 's', 'go', 'brandon']",18,0
"In some ways, they are a disadvantage when it comes to registering every drone into the FAA  .   While it is safer for the robots and more time efficient, these drones can be very expensive to buy  .  ","['in', 'some', 'ways', 'they', 'are', 'a', 'disadvantage', 'when', 'it', 'comes', 'to', 'registering', 'every', 'drone', 'into', 'the', 'faa', 'while', 'it', 'is', 'safer', 'for', 'the', 'robots', 'and', 'more', 'time', 'efficient', 'these', 'drones', 'can', 'be', 'very', 'expensive', 'to', 'buy']",36,2
"I was in a factory tour, and the robot that's driving around has a horn  .   If someone gets in the way, then it use the horn","['i', 'was', 'in', 'a', 'factory', 'tour', 'and', 'the', 'robot', 'that', ""'s"", 'driving', 'around', 'has', 'a', 'horn', 'if', 'someone', 'gets', 'in', 'the', 'way', 'then', 'it', 'use', 'the', 'horn']",27,1
" *Roommate and I grabs Coco, reprograms her and give her a new home*","['roommate', 'and', 'i', 'grabs', 'coco', 'reprograms', 'her', 'and', 'give', 'her', 'a', 'new', 'home']",13,0
"yeah I don’t care about the robot, just saying kids will probably break the robots","['yeah', 'i', 'don', 't', 'care', 'about', 'the', 'robot', 'just', 'saying', 'kids', 'will', 'probably', 'break', 'the', 'robots']",16,0
Also I still think someone could steal whatever is in it,"['also', 'i', 'still', 'think', 'someone', 'could', 'steal', 'whatever', 'is', 'in', 'it']",11,0
Adorable,['adorable'],1,1
Just wait  .   Robots are gonna take over  .  ,"['just', 'wait', 'robots', 'are', 'going', 'to', 'take', 'over']",8,0
the robot is doing his job,"['the', 'robot', 'is', 'doing', 'his', 'job']",6,2
"ohm gosh, now robots are taking over peoples work","['ohm', 'gosh', 'now', 'robots', 'are', 'taking', 'over', 'peoples', 'work']",9,0
"These are interesting sure, but I don’t see how they’re gonna solve the US’ problem of car-oriented design  .   Places that are designed for cars aren’t gonna become urban paradises because of delivery robots (Not to mention where would these robots even go on suburban or rural roads without sidewalks? Could they even travel the distances necessary to make deliveries in car-oriented neighborhoods?)  .   Chances are these would be used in already urban neighborhoods with shorter delivery distances and existing sidewalks  .   But then, these neighborhoods are already at least somewhat walkable by definition  .   Adding delivery robots doesn’t add more pedestrian space or make a neighborhood more walkable  .  ","['these', 'are', 'interesting', 'sure', 'but', 'i', 'don', 't', 'see', 'how', 'they', 're', 'going', 'to', 'solve', 'the', 'us', 'problem', 'of', 'car-oriented', 'design', 'places', 'that', 'are', 'designed', 'for', 'cars', 'aren', 't', 'going', 'to', 'become', 'urban', 'paradises', 'because', 'of', 'delivery', 'robots', 'not', 'to', 'mention', 'where', 'would', 'these', 'robots', 'even', 'go', 'on', 'suburban', 'or', 'rural', 'roads', 'without', 'sidewalks', 'could', 'they', 'even', 'travel', 'the', 'distances', 'necessary', 'to', 'make', 'deliveries', 'in', 'car-oriented', 'neighborhoods', 'chances', 'are', 'these', 'would', 'be', 'used', 'in', 'already', 'urban', 'neighborhoods', 'with', 'shorter', 'delivery', 'distances', 'and', 'existing', 'sidewalks', 'but', 'then', 'these', 'neighborhoods', 'are', 'already', 'at', 'least', 'somewhat', 'walkable', 'by', 'definition', 'adding', 'delivery', 'robots', 'doesn', 't', 'add', 'more', 'pedestrian', 'space', 'or', 'make', 'a', 'neighborhood', 'more', 'walkable']",111,0
That's because they are programmed like that  .   They will give the same response every time,"['that', ""'s"", 'because', 'they', 'are', 'programmed', 'like', 'that', 'they', 'will', 'give', 'the', 'same', 'response', 'every', 'time']",16,2
Do you want to add a mechanism to unload it when the customer isn't here ?,"['do', 'you', 'want', 'to', 'add', 'a', 'mechanism', 'to', 'unload', 'it', 'when', 'the', 'customer', 'is', 'not', 'here']",16,0
The earth just gets lazier and lazier,"['the', 'earth', 'just', 'gets', 'lazier', 'and', 'lazier']",7,0
even if there is an elevator how's it gonna push the button?,"['even', 'if', 'there', 'is', 'an', 'elevator', 'how', ""'s"", 'it', 'going', 'to', 'push', 'the', 'button']",14,2
Entitled d-bag cant be bothered to put his dog on a leash so instead he kicks over a robot because he’s most important,"['entitled', 'd-bag', 'cant', 'be', 'bothered', 'to', 'put', 'his', 'dog', 'on', 'a', 'leash', 'so', 'instead', 'he', 'kicks', 'over', 'a', 'robot', 'because', 'he', 's', 'most', 'important']",24,2
Bet Japan will have this in no time of not already  .   New York too,"['bet', 'japan', 'will', 'have', 'this', 'in', 'no', 'time', 'of', 'not', 'already', 'new', 'york', 'too']",14,2
Sweet,['sweet'],1,1
"It will most probably be pricey for those ""bad neighborhoods"" any way  .   But like you said, rather not risk the robot be disassembled by capitalism's flaws  .  ","['it', 'will', 'most', 'probably', 'be', 'pricey', 'for', 'those', 'bad', 'neighborhoods', 'any', 'way', 'but', 'like', 'you', 'said', 'rather', 'not', 'risk', 'the', 'robot', 'be', 'disassembled', 'by', 'capitalism', ""'s"", 'flaws']",27,2
There's been a recent influx of homeless people buying sledge hammers to break the robots,"['there', ""'s"", 'been', 'a', 'recent', 'influx', 'of', 'homeless', 'people', 'buying', 'sledge', 'hammers', 'to', 'break', 'the', 'robots']",16,0
No doubt has a tracker and camera on it,"['no', 'doubt', 'has', 'a', 'tracker', 'and', 'camera', 'on', 'it']",9,2
it will deliver the girls one time,"['it', 'will', 'deliver', 'the', 'girls', 'one', 'time']",7,2
"So given the amount of people employed as Amazon and skip the dishes delivery etc.  .  , we are screwed when these become common  .  ","['so', 'given', 'the', 'amount', 'of', 'people', 'employed', 'as', 'amazon', 'and', 'skip', 'the', 'dishes', 'delivery', 'etc', 'we', 'are', 'screwed', 'when', 'these', 'become', 'common']",22,0
In America we couldn’t have something like this  .   Idiots would be trying to steal them or vandalize them  .  ,"['in', 'america', 'we', 'couldn', 't', 'have', 'something', 'like', 'this', 'idiots', 'would', 'be', 'trying', 'to', 'steal', 'them', 'or', 'vandalize', 'them']",19,0
it is impossible to open,"['it', 'is', 'impossible', 'to', 'open']",5,1
it has motion sensor cameras on it,"['it', 'has', 'motion', 'sensor', 'cameras', 'on', 'it']",7,2
People be helping these robots as if they are actual living things people are stupid for sure,"['people', 'be', 'helping', 'these', 'robots', 'as', 'if', 'they', 'are', 'actual', 'living', 'things', 'people', 'are', 'stupid', 'for', 'sure']",17,0
"Why not just cook food at home, with ingredients from your fridge? No carbon emissions or electricity being used there, or robots that people will obviously steal and chop for parts","['why', 'not', 'just', 'cook', 'food', 'at', 'home', 'with', 'ingredients', 'from', 'your', 'fridge', 'no', 'carbon', 'emissions', 'or', 'electricity', 'being', 'used', 'there', 'or', 'robots', 'that', 'people', 'will', 'obviously', 'steal', 'and', 'chop', 'for', 'parts']",31,0
"lol sorry we are removing the labor jobs, I know you come from a long line of peons","['lol', 'sorry', 'we', 'are', 'removing', 'the', 'labor', 'jobs', 'i', 'know', 'you', 'come', 'from', 'a', 'long', 'line', 'of', 'peons']",18,0
"I think they should try to sell some of these to companies with large campuses starting off  .   It could fetch food from the cafeteria, deliver prototypes from shop to engineer, retrieve parts from warehouses, etc.  .   Imagine it bringing a change of shirt when you spill shit on you like an idiot, but you can't leave because you are busy, even though you have a meeting with a client in an hour and a half  .   Yeah, this would be perfect for a large office building or park  .   You wouldn't even have to worry about sidewalk laws because they are all privately owned  .  ","['i', 'think', 'they', 'should', 'try', 'to', 'sell', 'some', 'of', 'these', 'to', 'companies', 'with', 'large', 'campuses', 'starting', 'off', 'it', 'could', 'fetch', 'food', 'from', 'the', 'cafeteria', 'deliver', 'prototypes', 'from', 'shop', 'to', 'engineer', 'retrieve', 'parts', 'from', 'warehouses', 'etc', 'imagine', 'it', 'bringing', 'a', 'change', 'of', 'shirt', 'when', 'you', 'spill', 'shit', 'on', 'you', 'like', 'an', 'idiot', 'but', 'you', 'can', 'not', 'leave', 'because', 'you', 'are', 'busy', 'even', 'though', 'you', 'have', 'a', 'meeting', 'with', 'a', 'client', 'in', 'an', 'hour', 'and', 'a', 'half', 'yeah', 'this', 'would', 'be', 'perfect', 'for', 'a', 'large', 'office', 'building', 'or', 'park', 'you', 'would', 'not', 'even', 'have', 'to', 'worry', 'about', 'sidewalk', 'laws', 'because', 'they', 'are', 'all', 'privately', 'owned']",103,2
We’re missing the best part  .   The actual deliver…,"['we', 're', 'missing', 'the', 'best', 'part', 'the', 'actual', 'deliver…']",9,2
2016 came and went haven't seen one yet in my town,"['came', 'and', 'went', 'have', 'not', 'seen', 'one', 'yet', 'in', 'my', 'town']",11,2
Ahh I am glad I am not the only one that thinks robots are cute,"['ahh', 'i', 'am', 'glad', 'i', 'am', 'not', 'the', 'only', 'one', 'that', 'thinks', 'robots', 'are', 'cute']",15,1
wow even robots are using plastic bags  .  ,"['wow', 'even', 'robots', 'are', 'using', 'plastic', 'bags']",7,2
but why poor robot,"['but', 'why', 'poor', 'robot']",4,2
It was carrying drugs lol,"['it', 'was', 'carrying', 'drugs', 'lol']",5,0
"Just enclose the robot in a big enough metal box! no RF signals, no GPS  .  ","['just', 'enclose', 'the', 'robot', 'in', 'a', 'big', 'enough', 'metal', 'box', 'no', 'rf', 'signals', 'no', 'gps']",15,0
"Not going to lie  .   I was a more than a little disappointed to learn that they weren't autonomous self-driving robots, but rather just simple remotely operated vehicles  .  ","['not', 'going', 'to', 'lie', 'i', 'was', 'a', 'more', 'than', 'a', 'little', 'disappointed', 'to', 'learn', 'that', 'they', 'were', 'not', 'autonomous', 'self-driving', 'robots', 'but', 'rather', 'just', 'simple', 'remotely', 'operated', 'vehicles']",28,0
people want to steal robots lol  .  ,"['people', 'want', 'to', 'steal', 'robots', 'lol']",6,0
If I ever get my food from something like that I am gonna send it back and tell them I want a real person not a toy,"['if', 'i', 'ever', 'get', 'my', 'food', 'from', 'something', 'like', 'that', 'i', 'am', 'going', 'to', 'send', 'it', 'back', 'and', 'tell', 'them', 'i', 'want', 'a', 'real', 'person', 'not', 'a', 'toy']",28,0
"Much like the Drive Thru at MacDonald's and elsewhere, but it is not written in stone  .  ","['much', 'like', 'the', 'drive', 'thru', 'at', 'macdonald', ""'s"", 'and', 'elsewhere', 'but', 'it', 'is', 'not', 'written', 'in', 'stone']",17,2
Nice idea until you see them in the river in Portland or bashed in on the side of Hollywood Blvd  .  ,"['nice', 'idea', 'until', 'you', 'see', 'them', 'in', 'the', 'river', 'in', 'portland', 'or', 'bashed', 'in', 'on', 'the', 'side', 'of', 'hollywood', 'blvd']",20,0
"""A people chaperone has to walk along side it to remote control it, if it gets confused  .  "" So basically it’s useless…","['a', 'human', 'chaperone', 'has', 'to', 'walk', 'along', 'side', 'it', 'to', 'remote', 'control', 'it', 'if', 'it', 'gets', 'confused', 'so', 'basically', 'it', 's', 'useless…']",22,0
too risky  .  ,"['too', 'risky']",2,0
"anyone could steal that robot, is not a secure delivery to my door","['anyone', 'could', 'steal', 'that', 'robot', 'is', 'not', 'a', 'secure', 'delivery', 'to', 'my', 'door']",13,0
"The robots deliver groceries and food as well, for only $2 delivery fee, and no you can't tip them  .   You can pay using your Pitt dining plan as well  .   I imagine they can be very useful to the community with disabilities  .   Sure, they aren't perfect, but nothing is  .   This would have been unthinkable 5 years ago  .   And do you see how far back out of the way they are at crossings, even in your own video? Hard to believe they block anything  .   It's easy to complain, but is it actually justified?","['the', 'robots', 'deliver', 'groceries', 'and', 'food', 'as', 'well', 'for', 'only', 'delivery', 'fee', 'and', 'no', 'you', 'can', 'not', 'tip', 'them', 'you', 'can', 'pay', 'using', 'your', 'pitt', 'dining', 'plan', 'as', 'well', 'i', 'imagine', 'they', 'can', 'be', 'very', 'useful', 'to', 'the', 'community', 'with', 'disabilities', 'sure', 'they', 'are', 'not', 'perfect', 'but', 'nothing', 'is', 'this', 'would', 'have', 'been', 'unthinkable', 'years', 'ago', 'and', 'do', 'you', 'see', 'how', 'far', 'back', 'out', 'of', 'the', 'way', 'they', 'are', 'at', 'crossings', 'even', 'in', 'your', 'own', 'video', 'hard', 'to', 'believe', 'they', 'block', 'anything', 'it', 'is', 'easy', 'to', 'complain', 'but', 'is', 'it', 'actually', 'justified']",92,1
Need to be 3% faster,"['need', 'to', 'be', 'faster']",4,0
Somebody is controlling it lol,"['somebody', 'is', 'controlling', 'it', 'lol']",5,2
part of an integrated autonomous military supply system,"['part', 'of', 'an', 'integrated', 'autonomous', 'military', 'supply', 'system']",8,2
They will be everywhere by end of 2030s  .   Of course everything starts off at high end,"['they', 'will', 'be', 'everywhere', 'by', 'end', 'of', 'of', 'course', 'everything', 'starts', 'off', 'at', 'high', 'end']",15,1
Just because it has a cheap lock doesn't mean someone can't break it with a hammer in 40 seconds,"['just', 'because', 'it', 'has', 'a', 'cheap', 'lock', 'does', 'not', 'mean', 'someone', 'can', 'not', 'break', 'it', 'with', 'a', 'hammer', 'in', 'seconds']",20,0
They have had these at Northern Arizona University for the last year  .  ,"['they', 'have', 'had', 'these', 'at', 'northern', 'arizona', 'university', 'for', 'the', 'last', 'year']",12,2
"Imagine a cute, round robot rolling up into the hood? ""Hi everybody!""","['imagine', 'a', 'cute', 'round', 'robot', 'rolling', 'up', 'into', 'the', 'hood', 'hi', 'everybody']",12,1
Why the heck would you do that jerk to hurt the robot?,"['why', 'the', 'heck', 'would', 'you', 'do', 'that', 'jerk', 'to', 'hurt', 'the', 'robot']",12,1
"Oh, wow! Here in Finland haven't seen them yet  .  ","['oh', 'wow', 'here', 'in', 'finland', 'have', 'not', 'seen', 'them', 'yet']",10,2
"Have yet to see one in Sweden, I wonder how long until most things are like this  .  ","['have', 'yet', 'to', 'see', 'one', 'in', 'sweden', 'i', 'wonder', 'how', 'long', 'until', 'most', 'things', 'are', 'like', 'this']",17,2
R2D2's ancestors,"['r2d2', ""'s"", 'ancestors']",3,2
Stay away from Stockton little guy,"['stay', 'away', 'from', 'stockton', 'little', 'guy']",6,0
Biggest fail in business yet  .   Robots that can't properly replace people are a massive fail  .   This is one perfect example  .  ,"['biggest', 'fail', 'in', 'business', 'yet', 'robots', 'that', 'can', 'not', 'properly', 'replace', 'people', 'are', 'a', 'massive', 'fail', 'this', 'is', 'one', 'perfect', 'example']",21,2
We will tip robot over just for fun   .  ,"['we', 'will', 'tip', 'robot', 'over', 'just', 'for', 'fun']",8,0
"So if I live in an apartment I have to get dressed, go downstairs, and outside where it may be cold or raining, and pickup  .   That’s not really delivery, would be acceptable only if it’s much cheaper  .   If it gets really popular will there be a crowd of 10-20 robots waiting on the sidewalk outside of every building  .  ?","['so', 'if', 'i', 'live', 'in', 'an', 'apartment', 'i', 'have', 'to', 'get', 'dressed', 'go', 'downstairs', 'and', 'outside', 'where', 'it', 'may', 'be', 'cold', 'or', 'raining', 'and', 'pickup', 'that', 's', 'not', 'really', 'delivery', 'would', 'be', 'acceptable', 'only', 'if', 'it', 's', 'much', 'cheaper', 'if', 'it', 'gets', 'really', 'popular', 'will', 'there', 'be', 'a', 'crowd', 'of', 'robots', 'waiting', 'on', 'the', 'sidewalk', 'outside', 'of', 'every', 'building']",59,2
We have had them for about 4 or 5 years in MK,"['we', 'have', 'had', 'them', 'for', 'about', 'or', 'years', 'in', 'mk']",10,2
How to solve this problem that the robot confronts thieves or bad guys?,"['how', 'to', 'solve', 'this', 'problem', 'that', 'the', 'robot', 'confronts', 'thieves', 'or', 'bad', 'guys']",13,0
I saw Yogi Steve from Electric Scooter Academy pass by one of these things  .   And I never even knew this/these existed  .   How do they work? program designed? Is someone following it is a remote control is there a video I can find a see how these work? I’ve seen the remote computerized floor cleaners at Walmart but this thing is weird  .   Are machine gun’s gonna pop out of it and start shooting if someone tries to steal the food ha ha ha,"['i', 'saw', 'yogi', 'steve', 'from', 'electric', 'scooter', 'academy', 'pass', 'by', 'one', 'of', 'these', 'things', 'and', 'i', 'never', 'even', 'knew', 'this/these', 'existed', 'how', 'do', 'they', 'work', 'program', 'designed', 'is', 'someone', 'following', 'it', 'is', 'a', 'remote', 'control', 'is', 'there', 'a', 'video', 'i', 'can', 'find', 'a', 'see', 'how', 'these', 'work', 'i', 've', 'seen', 'the', 'remote', 'computerized', 'floor', 'cleaners', 'at', 'walmart', 'but', 'this', 'thing', 'is', 'weird', 'are', 'machine', 'gun', 's', 'going', 'to', 'pop', 'out', 'of', 'it', 'and', 'start', 'shooting', 'if', 'someone', 'tries', 'to', 'steal', 'the', 'food', 'ha', 'ha', 'ha']",85,2
What if a load of chavs smash it up and take the food?,"['what', 'if', 'a', 'load', 'of', 'chavs', 'smash', 'it', 'up', 'and', 'take', 'the', 'food']",13,0
"They grow up so fast Delivery robot today, Skynet tomorrow!","['they', 'grow', 'up', 'so', 'fast', 'delivery', 'robot', 'today', 'skynet', 'tomorrow']",10,0
They say this will slow down time  .   They was not kidding,"['they', 'say', 'this', 'will', 'slow', 'down', 'time', 'they', 'was', 'not', 'kidding']",11,0
high-tech trappings  .  ,"['high-tech', 'trappings']",2,1
All the delivery bikers will sure mess this robot up lol,"['all', 'the', 'delivery', 'bikers', 'will', 'sure', 'mess', 'this', 'robot', 'up', 'lol']",11,0
they didn't account for me  .   bot protector  .   armed with my trusty wits and 3kilo baseball bat i protect the bots from wrongdoers and villains,"['they', 'did', 'not', 'account', 'for', 'me', 'bot', 'protector', 'armed', 'with', 'my', 'trusty', 'wits', 'and', 'baseball', 'bat', 'i', 'protect', 'the', 'bots', 'from', 'wrongdoers', 'and', 'villains']",24,1
Since when?,"['since', 'when']",2,2
"I was not expecting for the kiwi bike to be self driving too, nice!!","['i', 'was', 'not', 'expecting', 'for', 'the', 'kiwi', 'bike', 'to', 'be', 'self', 'driving', 'too', 'nice']",14,1
Lol we’ve had ones like these on my university campus for a couple years now,"['lol', 'we', 've', 'had', 'ones', 'like', 'these', 'on', 'my', 'university', 'campus', 'for', 'a', 'couple', 'years', 'now']",16,2
I imagine a bunch of teenagers just waiting in the bushes to jump a delivery robot to steal its stuff,"['i', 'imagine', 'a', 'bunch', 'of', 'teenagers', 'just', 'waiting', 'in', 'the', 'bushes', 'to', 'jump', 'a', 'delivery', 'robot', 'to', 'steal', 'its', 'stuff']",20,0
"but cycling back - I live in Brooklyn and have about 20 shops and restaurants within 2 blocks from me  .   If that thing can deliver within 4-5 blocks, it covers 95% of my needs (I personally prefer to get my stuff myself though )","['but', 'cycling', 'back', 'i', 'live', 'in', 'brooklyn', 'and', 'have', 'about', 'shops', 'and', 'restaurants', 'within', 'blocks', 'from', 'me', 'if', 'that', 'thing', 'can', 'deliver', 'within', 'blocks', 'it', 'covers', 'of', 'my', 'needs', 'i', 'personally', 'prefer', 'to', 'get', 'my', 'stuff', 'myself', 'though']",38,2
Nothing more important than destroying a 50  .  000U$ robot because your unleashed/untrained dog is afraid <3,"['nothing', 'more', 'important', 'than', 'destroying', 'a', 'robot', 'because', 'your', 'unleashed/untrained', 'dog', 'is', 'afraid']",13,2
So high tech  .  ,"['so', 'high', 'tech']",3,1
The future doesn't need any extra unemployment,"['the', 'future', 'does', 'not', 'need', 'any', 'extra', 'unemployment']",8,0
